index,i,acc_x,acc_y,acc_z
0,0,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,1,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,2,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,3,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,4,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,5,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,6,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,7,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,8,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,9,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,10,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,11,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,12,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,13,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,14,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,15,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,16,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,17,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,18,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,19,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,20,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,21,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,22,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,23,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,24,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,25,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,26,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,27,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,28,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,29,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,30,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,31,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,32,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,33,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,34,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,35,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,36,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,37,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,38,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,39,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,40,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,41,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,42,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
0,43,[-0.07831163152364011, 0.9562147434189847, -0.16980907947193533],[0.038814712649910994, 0.8720054068663503, 0.0561529785044348],[0.1749171377620637, 0.7191468615601175, 0.10503732099822717]
