index,i,acc_x,acc_y,acc_z
0,0,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,1,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,2,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,3,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,4,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,5,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,6,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,7,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,8,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,9,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,10,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,11,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,12,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,13,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,14,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,15,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,16,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,17,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
0,18,[0.05024338917807755, 0.9715292227001385, -0.003757597526573308],[0.1442632753267138, 0.7953770492275027, 0.07422882085636653],[0.18005558393351795, 0.6996423821617048, 0.08687998122012722]
