index,i,acc_x,acc_y,acc_z
0,0,-0.108592187513,16.4260290406,-0.24184216973
0,1,-0.148232097378,16.1688395144,-0.705964827821
0,2,-0.0989874055974,15.4665553396,-0.518698634603
0,3,0.0575318054104,14.2270879679,0.454726517093
0,4,0.13533912578,12.8788817705,1.96755352931
0,5,0.278179181317,11.7218392446,3.16421000415
0,6,0.551462242345,10.925619029,3.69778822146
0,7,0.719125897414,10.7060342134,3.70208919262
0,8,0.74318874792,10.842514765,3.49916293459
0,9,0.437623746175,11.5955127282,3.06099800995
0,10,0.261659541525,12.3146625383,1.2394896806
0,11,0.0327930816222,12.9667305032,-1.1275249498
0,12,-0.69531222954,13.3594024192,-3.51476636655
0,13,-1.85242813699,13.7587190355,-5.61439715407
0,14,-3.25377687329,14.1342650021,-7.44920828746
0,15,-4.49967796825,14.1822728245,-8.19543075711
0,16,-5.57703220721,13.9317929841,-7.27795674965
0,17,-6.50566863205,13.4179416766,-4.8925152624
0,18,-7.11536256764,12.4264753148,-2.22738188472
0,19,-7.28311091894,11.351479129,-0.598520616901
0,20,-6.88915254942,10.1788347011,-0.307717202397
0,21,-5.50459177337,8.75224390085,-1.17918564219
0,22,-4.29410826076,7.6535560717,-2.14975164079
0,23,-3.64820056651,7.24040249,-3.03700952983
0,24,-2.85107925212,7.08308788735,-3.35946733411
0,25,-2.1058497907,7.06094502638,-3.57978517343
0,26,-1.63192983299,7.24867581826,-3.925589065
0,27,-1.19946541314,7.63796401877,-3.90046177484
0,28,-0.777075020899,8.10705320925,-3.68038415141
0,29,-0.314565751434,8.54751685384,-3.25329782264
0,30,0.0841795880704,8.98042140047,-2.99302963322
0,31,0.405855653038,9.42346877395,-2.85420413926
0,32,0.184607311111,10.0913421847,-2.93299850666
0,33,-0.202824650058,10.6752671121,-3.01069987868
0,34,-0.746368495971,11.1803313432,-3.08737449746
0,35,-1.04189285708,11.1255930864,-2.8807712233
0,36,-1.26238194702,10.9446163875,-2.53130845015
0,37,-1.39100874893,10.6153926142,-1.99859769216
0,38,-1.45182225704,10.2177530293,-1.63236420134
0,39,-1.47189701275,9.81983599086,-1.44503079517
0,40,-1.42839086479,9.44136362201,-1.57531917803
0,41,-1.2473113955,9.15606183033,-1.82140232289
0,42,-1.02274431734,8.91272384571,-2.07684883693
0,43,-0.781951448162,8.72124760955,-2.25696874802
0,44,-0.582509831725,8.55490790362,-2.20813270952
0,45,-0.406059399911,8.39524701584,-2.01916724162
0,46,-0.255246060951,8.20657743278,-1.60984400951
