index,corr_coef
0,1.0
1,0.93379605167
2,0.800786655337
3,0.661283401835
4,0.530732871759
5,0.433313677796
6,0.359925297618
7,0.347328397209
8,0.33088777527
9,0.320819234863
10,0.285512319341
11,0.25446723243
12,0.231897982313
13,0.204173055611
14,0.164084725791
15,0.10574557197
16,0.0533783138123
17,0.0225987199019
18,-0.00492975951924
19,-0.0286745506966
20,-0.0751678069759
21,-0.13848172516
22,-0.198262735811
23,-0.241200202184
24,-0.263536543589
25,-0.270253262321
26,-0.262960456052
27,-0.242576052931
28,-0.24352778798
29,-0.251059632725
30,-0.235599132485
31,-0.232356089392
32,-0.226463857008
33,-0.223115919463
34,-0.205280365571
35,-0.195071803097
36,-0.189263728235
37,-0.187899415837
38,-0.192015819209
39,-0.193214731301
40,-0.214320364427
41,-0.2555290729
42,-0.310785089255
43,-0.370541873831
44,-0.393230128086
45,-0.367647889207
46,-0.31328540827
47,-0.231601079479
48,-0.135176500564
49,-0.0341346427361
50,0.0578382178881
51,0.123580632139
52,0.152613903223
53,0.148675019774
54,0.129152790429
55,0.11318224869
56,0.104517445101
57,0.0981082208601
58,0.0901288520082
59,0.0729756959409
60,0.0359762935364
61,-0.0138218940315
62,-0.0619991260943
63,-0.108596130076
64,-0.145379959498
65,-0.152388352688
66,-0.132601742017
67,-0.101179167095
68,-0.0624983339278
69,-0.0300291818335
70,-0.0319607100232
71,-0.0631127011051
72,-0.115379963076
73,-0.186745401258
74,-0.240768927515
75,-0.258057179232
76,-0.254781191786
77,-0.245470810013
78,-0.208910740925
79,-0.168027569813
80,-0.155062370586
81,-0.164763933327
82,-0.185397761925
83,-0.194713380456
84,-0.20111082934
85,-0.206168068798
86,-0.187829848151
87,-0.143436589017
88,-0.0720624836405
89,0.00127063176185
90,0.045892486723
91,0.0456876350439
92,0.00652905628384
93,-0.037048882266
94,-0.0625003276973
95,-0.0552205377656
96,-0.010292483236
97,0.0540156404274
98,0.108296671918
99,0.146030751813
100,0.162673677664
101,0.186220561628
102,0.23542521932
103,0.299434098865
104,0.364719699048
105,0.457651983431
106,0.595862890317
107,0.72209322901
108,0.838504229012
109,0.901390158836
110,0.866378436225
111,0.755491751809
112,0.598876441629
113,0.435731597507
114,0.281562051373
115,0.217209236885
116,0.229159924298
117,0.259751695047
118,0.288322730324
119,0.289157428167
120,0.291317786028
121,0.291800360707
122,0.27440678639
123,0.221538722903
124,0.14278650796
125,0.0701105756707
126,0.0326648908804
127,0.0126172011142
128,0.0046690076256
129,0.00145973936398
130,-0.0195401731459
131,-0.0683298650578
132,-0.138590446373
133,-0.214283905447
134,-0.278418055902
135,-0.31462882264
136,-0.340919295891
137,-0.367074227172
138,-0.355372496381
139,-0.342018861756
140,-0.337264211723
141,-0.310141442131
142,-0.277094638014
143,-0.25472619792
144,-0.240893811362
145,-0.226364347068
146,-0.208799793621
147,-0.18741679024
148,-0.179396993107
149,-0.207950307692
150,-0.268939688473
151,-0.325786716061
152,-0.365772135383
153,-0.37993939146
154,-0.360725952333
155,-0.307183429837
156,-0.223724834366
157,-0.124066801901
158,-0.024478280642
159,0.0630240600011
160,0.12728581423
161,0.15107960499
162,0.136497140156
163,0.120296976144
164,0.12798990461
165,0.151020944007
166,0.169003735456
167,0.159192240663
168,0.109013909674
169,0.0228048877405
170,-0.0806612516309
171,-0.168268132173
172,-0.211008588282
173,-0.204753018046
174,-0.150191615226
175,-0.100786538007
176,-0.0599511536471
177,-0.0251449941758
178,-0.0062606510988
179,-0.0157268599612
180,-0.0571534995643
181,-0.122035780289
182,-0.185659931768
183,-0.225563481887
184,-0.233031618994
185,-0.236348572183
186,-0.246894056135
187,-0.242363362121
188,-0.232709613962
189,-0.244944067288
190,-0.27136125649
191,-0.292601021359
192,-0.301277816435
193,-0.28151770766
194,-0.240537412889
195,-0.198418911536
196,-0.13454162454
197,-0.065352407397
198,-0.00997111334442
199,0.0390712942092
200,0.0603021897818
201,0.0540246349249
202,0.0260490961034
203,-0.0037838940307
204,0.00421295241198
205,0.0529846077622
206,0.114179727654
207,0.170004951927
208,0.197577151175
209,0.199762209445
210,0.226672610364
211,0.276348773534
212,0.328300933499
213,0.41522530273
214,0.561572242099
215,0.705198325921
216,0.838019405184
217,0.915178126959
218,0.900761559091
219,0.801494192336
220,0.64359934277
221,0.469427195075
222,0.311793665199
223,0.228628989795
224,0.211180460587
225,0.197606232872
226,0.216240024173
227,0.233125974749
228,0.227559762659
229,0.205776054728
230,0.170043623358
231,0.110099046633
232,0.0378431606155
233,-0.030949216631
234,-0.0785819244286
235,-0.0959995917857
236,-0.0993306432919
237,-0.105945819946
238,-0.137244479627
239,-0.19267423762
240,-0.241344699367
241,-0.268777839674
242,-0.282355166202
243,-0.284035283126
244,-0.273675523805
245,-0.248620727961
246,-0.214740929334
247,-0.208853092355
248,-0.204525145815
249,-0.165027408766
250,-0.13956152411
251,-0.131004984263
252,-0.145878422143
253,-0.179923476961
254,-0.198540241009
255,-0.1922728303
256,-0.194432156747
257,-0.211683232965
258,-0.235730542806
259,-0.268221214368
260,-0.291178031133
261,-0.294191960799
262,-0.27928785014
263,-0.238358617502
264,-0.181912060553
265,-0.110489753581
266,-0.0251987771527
267,0.051902362769
268,0.117046769621
269,0.165578299634
270,0.185275123564
271,0.18682687584
272,0.19332865472
273,0.20567023072
274,0.20026258686
275,0.177240691929
276,0.131074340455
277,0.0624343468908
278,-0.0193476111886
279,-0.0962797685609
280,-0.155271784012
281,-0.186573699218
282,-0.173882463022
283,-0.121200834019
284,-0.0729934552284
285,-0.0497536521391
286,-0.0494003166239
287,-0.087739718701
288,-0.150105410457
289,-0.215673339125
290,-0.258486589462
291,-0.26698342419
292,-0.256882839664
293,-0.231514696502
294,-0.202070719454
295,-0.181671520473
296,-0.176389667698
297,-0.186570143179
298,-0.209941562329
299,-0.236024439753
300,-0.257152431072
301,-0.255530958622
302,-0.228794612956
303,-0.19549480441
304,-0.150121367038
305,-0.0945883290584
306,-0.0470821228947
307,-0.0208124938331
308,-0.00992500979929
309,-0.00692313164708
310,-0.0051850374787
311,0.00990752369039
312,0.0438610595395
313,0.080059555364
314,0.106595886596
315,0.122493177426
316,0.127324983033
317,0.136733241509
318,0.176961678287
319,0.226378410681
320,0.291240442236
321,0.407715962337
322,0.55577323297
323,0.695001997241
324,0.828027218048
325,0.914445947358
326,0.905213214532
327,0.821292317372
328,0.678392707347
329,0.519229882771
330,0.35548388124
331,0.284436900086
332,0.263732783404
333,0.249846648217
334,0.277641684363
335,0.268096973782
336,0.249046599353
337,0.218038973538
338,0.188960740921
339,0.183588555864
340,0.190565384395
341,0.194573344198
342,0.186491082065
343,0.172275169236
344,0.151718455151
345,0.103027929914
346,0.0250533527892
347,-0.0709445140807
348,-0.167975810347
349,-0.245748390092
350,-0.297391272699
351,-0.320857577511
352,-0.33819113357
353,-0.344051950139
354,-0.318486263168
355,-0.350504843596
356,-0.392972174174
357,-0.405513235708
358,-0.432494310294
359,-0.420246676918
360,-0.393135444558
361,-0.366843701799
362,-0.332519722923
363,-0.298141885826
364,-0.279650980151
365,-0.260431605258
366,-0.226200935085
367,-0.205019860008
368,-0.211192900645
369,-0.225526175296
370,-0.237459743693
371,-0.229973177441
372,-0.195677977207
373,-0.141484854884
374,-0.0711166304277
375,-0.00197000725887
376,0.0508432322734
377,0.0854247618933
378,0.104186688125
379,0.120748850538
380,0.146484856594
381,0.165279929933
382,0.161032917095
383,0.132626848629
384,0.0925876248337
385,0.0438065312179
386,-0.0192448302075
387,-0.0817702181401
388,-0.129168089737
389,-0.148062481197
390,-0.13851137894
391,-0.10785319705
392,-0.0720089626087
393,-0.0438985809407
394,-0.0307842306397
395,-0.0451046600167
396,-0.0883715460033
397,-0.149262795102
398,-0.199803012636
399,-0.232737603844
400,-0.245478096174
401,-0.242619433292
402,-0.234882383525
403,-0.221474774586
404,-0.211659630521
405,-0.219886043854
406,-0.249668845908
407,-0.288625134896
408,-0.319013655325
409,-0.323993750638
410,-0.309415311539
411,-0.28107161886
412,-0.247646195115
413,-0.220321648938
414,-0.175541106535
415,-0.111413091654
416,-0.0323640010484
417,0.0482997673524
418,0.0992522543657
419,0.134896600776
420,0.176608692252
421,0.202448366685
422,0.214683544316
423,0.23926067696
424,0.240044420037
425,0.225222459424
426,0.248410102502
427,0.280658018691
428,0.330344241832
429,0.433166849636
430,0.560266856998
431,0.644158433672
432,0.724247288824
433,0.762848484662
434,0.77285809597
435,0.752112523348
436,0.708888433407
437,0.660945920443
438,0.596711964997
439,0.507883399797
440,0.429020280522
441,0.346643512588
442,0.29345254374
443,0.240918847551
444,0.210737870625
445,0.203905366774
446,0.202434206589
447,0.192440096744
448,0.158324715542
449,0.106440855195
