index,acc_x,acc_y,acc_z,dev_x,dev_y,dev_z
0,0.805141443602,1.0,0.889281521339,0.0510017927609,0.0670466230671,0.0109823842066
1,0.952562413781,0.87174497807,0.931753598515,0.0657438897788,0.0542211208741,0.0152295919242
2,1.0,0.629996976236,0.976525530177,0.0704876484007,0.0300463206907,0.0197067850904
3,0.679054908533,0.426094172169,0.957136960173,0.0383931392541,0.00965604028397,0.0177679280899
4,0.381094596261,0.330321158938,0.902983660139,0.00859710802685,7.87389609038e-05,0.0123525980866
5,0.318029518045,0.271036540672,0.883707801494,0.00229060020528,0.00584972286575,0.010425012222
6,0.298794163751,0.255285908435,0.898840776954,0.000367064775856,0.00742478608941,0.0119383097681
7,0.279547426389,0.235645440169,0.939119114711,0.00155760896032,0.00938883291605,0.0159661435438
8,0.23113555411,0.179256958719,0.954016872133,0.00639879618824,0.015027681061,0.017455919286
9,0.199047011311,0.096742549877,0.913605901114,0.00960765046819,0.0232791219452,0.0134148221841
10,0.225540923927,0.0421048836127,0.813955467439,0.00695825920654,0.0287428885716,0.0034497788166
11,0.289396509748,0.0195921629681,0.718459018279,0.000572700624491,0.0309941606361,0.00609986609942
12,0.304779807554,0.0300855948467,0.717369480089,0.000965629156136,0.0299448174482,0.00620881991838
13,0.291313601266,0.0434251489392,0.755054234427,0.000380991472653,0.028610862039,0.00244034448467
14,0.274869056599,0.0490033141257,0.799611785356,0.00202544593933,0.0280530455204,0.00201541060823
15,0.281794648956,0.0454476129397,0.830914626847,0.00133288670363,0.0284086156389,0.0051456947574
16,0.307390065124,0.0336890428274,0.856637384759,0.00122665491312,0.0295844726502,0.00771797054854
17,0.333241955795,0.0153347341316,0.87818309949,0.00381184398028,0.0314199035198,0.00987254202168
18,0.362714491458,0.0,0.894450015154,0.00675909754652,0.0329533769329,0.011499233588
19,0.371014401776,0.000650861967317,0.909362743766,0.0075890885783,0.0328882907362,0.0129905064493
20,0.361907123961,0.0145653672814,0.921618884248,0.00667836079688,0.0314968402048,0.0142161204975
21,0.33071030542,0.0325005684163,0.918508633934,0.00355867894276,0.0297033200913,0.0139050954661
22,0.300683694944,0.0396673533208,0.891933966225,0.00055601789514,0.0289866416008,0.0112476286952
23,0.298108568372,0.0305816702074,0.837072582228,0.000298505237966,0.0298952099122,0.00576149029549
24,0.331757980086,0.0123131697562,0.7421307493,0.00366344640936,0.0317220599573,0.00373269299736
25,0.381960149396,0.00363462337542,0.574845258699,0.00868366334031,0.0325899145954,0.0204612420574
26,0.379007074884,0.0188024861242,0.227567126271,0.00838835588915,0.0310731283205,0.0551890553002
27,0.197525069473,0.105125500326,0.0,0.009759844652,0.0224408269003,0.0779457679273
28,0.0240098111013,0.31806061165,0.0592195053916,0.0271113704891,0.00114731576794,0.0720238173882
29,0.0,0.359571884775,0.182195625112,0.0295123515993,0.00300381154454,0.0597262054162
30,0.0465387917862,0.337944963244,0.402774785751,0.0248584724206,0.000841119391504,0.0376682893522
31,0.148026637227,0.366267840502,0.576549677016,0.0147096878765,0.0036734071173,0.0202908002258
32,0.236007719717,0.40272394202,0.664194601472,0.00591157962751,0.00731901726908,0.0115263077801
33,0.383374563622,0.386926798564,0.775646746977,0.00882510476299,0.00573930292347,0.000381093229631
34,0.556473557982,0.425348738589,0.870788901295,0.0261350041989,0.00958149692602,0.00913312220219
35,0.600133273714,0.540526697236,0.914215050346,0.0305009757722,0.0210992927907,0.0134757371072
36,0.533861035597,0.510940801997,0.933286805453,0.0238737519605,0.0181407032668,0.015382912618
37,0.466806203959,0.412009739318,0.961295384594,0.0171682687967,0.00824759699884,0.0181837705321
38,0.466503250928,0.358148248415,0.992334506458,0.0171379734936,0.00286144790862,0.0212876827185
39,0.461051697849,0.301939699225,1.0,0.0165928181857,0.00275940701042,0.0220542320727
40,0.43806402681,0.245862786345,0.998337462086,0.0142940510818,0.00836709829846,0.0218879782813
41,0.419073236,0.221735714224,0.965104502773,0.0123949720008,0.0107798055105,0.01856468235
42,0.409541088737,0.219569740263,0.920039627016,0.0114417572744,0.0109964029066,0.0140581947743
43,0.400783021762,0.22776529581,0.870987324284,0.0105659505769,0.0101768473519,0.00915296450112
44,0.380577179204,0.256052862797,0.842384541099,0.00854536632111,0.00734809065319,0.00629268618257
45,0.346083433579,0.284255953093,0.834306989415,0.00509599175862,0.0045277816236,0.00548493101419
46,0.300353279657,0.288744960707,0.833664105398,0.000522976366487,0.0040788808622,0.00542064261243
47,0.258897493519,0.275425498472,0.829597652027,0.00362260224737,0.00541082708576,0.00501399727536
48,0.23360373929,0.266667525411,0.815600493344,0.00615197767026,0.00628662439183,0.00361428140702
49,0.214360751931,0.26612334889,0.795849090356,0.00807627640616,0.00634104204393,0.00163914110825
50,0.188380269716,0.267297268156,0.780390969307,0.0106743246276,0.00622365011731,9.33290033782e-05
51,0.159756788197,0.270079307269,0.769288350995,0.0135366727796,0.00594544620602,0.00101693282782
52,0.132646531488,0.287511240152,0.756141393086,0.0162476984505,0.00420225291771,0.00233162861869
53,0.109974337573,0.322479109688,0.736637844902,0.0185149178419,0.000705465964154,0.00428198343708
54,0.0962337495599,0.353071937322,0.709193534531,0.0198889766433,0.00235381679932,0.00702641447422
55,0.0891782169829,0.359721759936,0.696094375579,0.020594529901,0.00301879906067,0.00833633036941
56,0.109479977547,0.34407937411,0.717877333653,0.0185643538446,0.00145456047812,0.006158034562
57,0.135665946024,0.321031224357,0.753396882899,0.0159457569969,0.00085025449725,0.00260607963747
58,0.134603355385,0.291803003855,0.78613481549,0.0160520160608,0.00377307654744,0.000667713621699
59,0.125300803768,0.265645071123,0.811749630022,0.0169822712225,0.00638886982062,0.00322919507491
60,0.0902277162551,0.255960011133,0.827594357223,0.0204895799737,0.00735737581959,0.00481366779501
61,0.060227659709,0.266704396677,0.835776888746,0.0234895856284,0.00628293726518,0.00563192094727
62,0.077425566355,0.279462999508,0.842241892325,0.0217697949638,0.00500707698212,0.00627842130517
63,0.119100628755,0.297843149461,0.853534940094,0.0176022887237,0.00316906198683,0.00740772608202
64,0.158069679259,0.309200800563,0.860090610933,0.0137053836734,0.00203329687661,0.00806329316594
65,0.178603158406,0.313526026361,0.834253298982,0.0116520357587,0.00160077429679,0.00547956197087
66,0.185087482548,0.312871384549,0.777617925219,0.0110036033445,0.00166623847806,0.000183975405412
67,0.199365270959,0.314962462228,0.734781660537,0.00957582450334,0.00145713071015,0.00446760187361
68,0.215457842966,0.323666034776,0.705024048953,0.00796656730268,0.000586773455334,0.00744336303201
69,0.222750861084,0.333852424094,0.687063264414,0.00723726549084,0.000431865476459,0.00923944148588
70,0.214679060731,0.338162098185,0.678531580334,0.00804444552619,0.000862832885562,0.0100926098939
71,0.200117083486,0.34174721297,0.68021659611,0.00950064325071,0.00122134436412,0.00992410831636
72,0.189067402522,0.35343200912,0.694632602604,0.0106056113471,0.0023898239791,0.00848250766693
73,0.194852131469,0.371330509753,0.719655457132,0.0100271384523,0.00417967404239,0.00598022221413
74,0.219997081313,0.398324559206,0.727708257115,0.007512643468,0.00687907898771,0.00517494221583
75,0.23548578765,0.421690349091,0.708068761547,0.00596377283427,0.00921565797614,0.00713889177259
76,0.246879455363,0.440086766399,0.647239216718,0.00482440606295,0.011055299707,0.0132218462555
77,0.275369442491,0.456033034557,0.51755654172,0.00197540735021,0.0126499265228,0.0261901137554
78,0.295263123528,0.470348117655,0.428413435969,1.39607535474e-05,0.0140814348326,0.0351044243305
79,0.305535503732,0.452114693483,0.39915224076,0.00104119877396,0.0122580924154,0.0380305438513
80,0.281145940722,0.457055720059,0.512311222849,0.0013977575271,0.012752195073,0.0267146456424
81,0.251244382344,0.492324800479,0.701833281425,0.00438791336489,0.016279103115,0.00776243978483
82,0.194450924768,0.534451196336,0.871228213322,0.0100672591225,0.0204917427007,0.00917705340486
83,0.108484237924,0.534405095675,0.941854120613,0.0186639278069,0.0204871326345,0.0162396441339
84,0.0662029909837,0.518042617406,0.908486928354,0.0228920525009,0.0188508848076,0.012902924908
85,0.105165707514,0.523405267669,0.824218810705,0.0189957808479,0.019387149834,0.00447611314314
86,0.181318265446,0.605059361718,0.707018081507,0.0113805250546,0.0275525592389,0.00724395977662
87,0.222811081619,0.656596208737,0.648538096504,0.00723124343734,0.0327062439408,0.0130919582769
88,0.237686253084,0.629500581156,0.663098620673,0.00574372629081,0.0299966811826,0.0116359058601
89,0.276136267854,0.554151051266,0.730556335979,0.0018987248139,0.0224617281937,0.00489013432944
90,0.307077712706,0.482933361237,0.803767533005,0.00119541967138,0.0153399591908,0.00243098537316
91,0.315264533048,0.42808236022,0.857527466232,0.00201410170552,0.00985485908911,0.00780697869585
92,0.336622467255,0.39570779193,0.915802688963,0.00414989512627,0.00661740226009,0.013634500969
93,0.346499176297,0.362908150325,0.96651048475,0.00513756603041,0.00333743809958,0.0187052805477
94,0.334890760734,0.335001131077,0.974950575717,0.00397672447414,0.000546736174735,0.0195492896444
95,0.342473988458,0.347562341582,0.967695739978,0.00473504724653,0.00180285722525,0.0188238060704
96,0.396055570541,0.432820952322,0.963359506467,0.0100932054548,0.0103287182993,0.0183901827194
97,0.501696909844,0.595613275682,0.943160014089,0.0206573393852,0.0266079506353,0.0163702334815
98,0.647742430457,0.828454902307,0.905489806033,0.0352618914465,0.0498921132978,0.012603212676
99,0.802353824341,1.0,0.889281521339,0.0507230308349,0.0670466230671,0.0109823842066
