index,i,acc_x,acc_y,acc_z
0,0,8.07193693044,21.0991897813,4.62544051788
0,1,10.6462924292,19.62701529,3.12133641596
0,2,10.7586626613,16.3956730817,1.58930965701
0,3,5.05697358849,14.0441696188,-0.22147828833
0,4,2.4421830327,11.8714112929,0.0846026139496
0,5,2.00870009359,10.7861435275,2.06627755189
0,6,1.281865129,9.8305702013,3.5659732535
0,7,0.0715188151672,9.3012564966,3.0648996577
0,8,-0.181617566995,8.733160049,2.87305351679
0,9,-0.784117683476,7.93369340385,4.44310451696
0,10,-1.69206804113,7.13390019033,5.11150639049
0,11,-2.03411870413,7.09631007002,4.20577412156
0,12,-1.41413403997,7.10031026637,1.4821734441
0,13,0.113474102066,6.64667505079,-1.70414394371
0,14,1.24903291065,6.25172997126,-3.5665550712
0,15,1.23404464885,6.25990231467,-2.83327808117
0,16,1.32830955786,6.71612872272,-0.699638529146
0,17,1.10619759996,6.79681548527,0.455695295651
0,18,0.789044208361,6.28044993905,1.27791933006
0,19,0.628019282302,5.74003094679,1.99370481578
0,20,0.554662025816,5.18618322204,2.60319013984
0,21,0.463568904084,4.57914643129,2.88127900291
0,22,0.741204423114,3.99505235411,2.86078517049
0,23,1.62431036552,3.7997737408,2.5409247743
0,24,2.44497482484,4.17490752254,1.85148907692
0,25,2.97849663157,4.6479869918,0.122546164612
0,26,3.283208291,5.23112466767,-2.6032063216
0,27,2.55569826183,6.24664037479,-6.94150361259
0,28,-2.82917120301,9.02865154901,-14.1634682524
0,29,-11.9958096962,15.9583481379,-12.5748711002
0,30,-13.1259932531,16.6803265991,-6.60964583328
0,31,-10.9233793915,15.6532654484,-8.40266772541
0,32,-2.06175534907,14.9743366663,-4.57082500444
0,33,-1.41541794796,12.9687589625,-2.37166945591
0,34,-0.464218320155,11.8828592363,-1.18839417664
0,35,2.2285364927,9.12606326427,-0.0921126832776
0,36,4.02007227394,7.7076254528,3.7844347227
0,37,5.23229925092,10.5894234135,6.5041641475
0,38,6.11276207702,12.1528755007,8.15940618907
0,39,4.4010680257,13.3331597933,7.70276107206
0,40,2.13363327566,16.899378437,3.21812505155
0,41,2.91367965374,17.0538632917,1.6476966378
0,42,3.36922960907,14.0894169689,3.23080724606
0,43,2.3797886653,11.2542147668,3.8640093348
0,44,1.94510216501,9.50465200158,3.24381658722
0,45,1.61038485001,8.54574588686,2.44491932869
0,46,1.15331447999,7.82246839007,1.7101720396
0,47,0.791797509774,7.18196339053,1.44480263934
0,48,0.599529481317,6.69596533411,1.34983557434
0,49,0.39474696374,6.7782516407,1.11043899867
0,50,0.271940664171,7.34787980189,0.747548401636
0,51,-0.0458535392814,8.12257943022,0.35181304848
0,52,-0.824341771886,8.89646344642,0.234647120534
0,53,-1.39213914055,9.90474210401,-0.218579197866
0,54,-1.90508248046,11.0281515078,-1.28807819567
0,55,-2.79098476621,11.9414029455,-2.4735469754
0,56,-2.86562670326,12.0672628035,-2.91929732164
0,57,-1.19973436752,11.4706897936,-1.33294033426
0,58,-0.570931745943,10.8994320939,0.525497840687
0,59,-1.04587121537,9.86619571484,1.58849331821
0,60,-0.881572623323,9.26479056944,2.87950844543
0,61,-1.84474239259,8.62865480388,3.20947208797
0,62,-2.17237211968,8.69489288065,2.79954248967
0,63,-1.5619846502,9.37978307555,2.37347086568
0,64,-1.39572129604,9.85906021263,2.07124217192
0,65,-1.43653816309,9.93029142444,1.65146004489
0,66,-1.11337606756,10.0285198673,1.22574635195
0,67,-0.567124354124,10.2528221448,0.221043701502
0,68,-0.658400598728,10.190734627,-1.25484282972
0,69,-0.633709450441,10.1676582005,-2.21595645442
0,70,-0.531423415997,10.2909324288,-2.90563866249
0,71,-0.968150159124,10.8036844119,-3.24009149381
0,72,-1.18378363556,11.2575630771,-3.21195866296
0,73,-1.09657250413,11.7675592344,-2.77874183942
0,74,-1.10838592975,12.0390999626,-2.43697044789
0,75,-1.28841373501,12.0973568782,-1.39784480014
0,76,-1.0769394701,12.1828696837,0.676063019471
0,77,-0.10426621931,12.5950265388,-1.15691520656
0,78,1.1793098309,12.5370293674,-7.6365819236
0,79,1.44218891495,12.5966905206,-14.8873450657
0,80,0.0231904724461,14.0249866961,-14.1558908525
0,81,-0.406190288502,14.467288711,-5.42977191633
0,82,0.658235217511,13.6934792524,4.09455600302
0,83,-0.584874078335,13.7606804538,6.10483174063
0,84,-2.47560181171,13.8985484422,2.4269942763
0,85,-2.94117498811,12.7931497889,2.44251942752
0,86,-3.32407609814,12.9107589515,5.78113676058
0,87,-1.66559292847,15.5780839876,-0.466614604531
0,88,-0.374383622326,16.1344787833,-4.03239700696
0,89,0.0721649783585,15.2625758235,-4.71169775704
0,90,1.33599752434,14.4573231231,-5.52356716919
0,91,2.04027375748,12.79929914,-2.13827154524
0,92,2.18532447876,11.7953341736,1.99569186612
0,93,2.09985135709,10.9261076514,4.99212827588
0,94,1.93456112708,10.3626510687,5.69314883846
0,95,1.44937190371,10.1002370862,5.18907474783
0,96,1.60242374908,11.6280893075,5.37370231474
0,97,2.9914565193,14.4916596055,5.68862688732
0,98,5.56573623266,18.0094814846,5.00889099244
0,99,8.06210347586,21.2229664197,3.33884034078
1,0,8.06210347586,21.2229664197,3.33884034078
1,1,9.94044235083,20.0076317245,2.9402929282
1,2,10.2605160509,17.4207130668,3.46772728431
1,3,4.90608872102,15.0461418126,3.19728038046
1,4,2.29086796256,11.7677988994,2.95045826174
1,5,1.06261406944,9.77494539952,2.94186141023
1,6,0.175106889432,8.7262988618,3.33529002751
1,7,-0.59015171877,8.22502806039,3.22553839005
1,8,-1.65727895366,8.65376352811,3.38307084846
1,9,-3.37093624375,8.4295379339,3.60590584147
1,10,-4.01755839796,8.09429665277,4.54581146772
1,11,-1.76015346633,6.71261145682,-0.287712227464
1,12,0.541646158981,5.82478374865,-1.60914183954
1,13,1.556657259,5.7772906275,-1.68627992164
1,14,2.05191664161,5.80618042314,-0.945852651703
1,15,2.07354102878,5.89153232174,0.104941800856
1,16,1.84764985828,5.95893870055,0.951252178406
1,17,1.53565464266,5.97685581062,1.48717741176
1,18,1.26411851059,5.87726437065,1.85616945279
1,19,0.948062630799,5.42876880216,2.07871772939
1,20,0.879974691364,4.92679440611,2.2033043287
1,21,1.02366722799,4.890296761,2.5943618525
1,22,0.873092891136,4.86800572503,2.967258435
1,23,0.71451651765,4.63282029048,2.75321437755
1,24,0.952436719564,4.69107944066,1.74408998968
1,25,1.78596683577,5.10378683303,-0.693206573725
1,26,3.51490651726,5.27491386286,-5.44474536755
1,27,3.34634210862,6.28737402967,-14.215506071
1,28,-8.44363694628,13.3281888773,-22.4931017904
1,29,-8.26554053104,16.324093483,-18.9557964707
1,30,-8.864820443,15.9993985253,-14.8125521898
1,31,-6.78067710187,11.5973784615,-14.1936953006
1,32,-0.904862760551,9.77127790675,-6.30153292184
1,33,-0.338889436746,12.7820131414,-1.79011770777
1,34,1.27401987569,13.6440019633,-1.83437987961
1,35,4.52050000219,12.4473713833,2.55790422891
1,36,5.65660864838,15.4057751651,6.77819280667
1,37,3.423083322,16.7072638424,4.54160451345
1,38,1.03575898743,14.2117883257,2.85706470889
1,39,2.88425079811,10.8939088707,4.69547926805
1,40,5.35493220012,8.18386860379,7.3777343045
1,41,5.39113178846,6.86775362221,7.68143929557
1,42,3.46778751242,6.8078833293,7.11917296944
1,43,2.29927452032,6.86020008458,5.14221986116
1,44,2.51021313753,7.27833471675,3.41440967041
1,45,2.36762621344,8.23149133813,2.40319662927
1,46,1.78298782567,9.07629591889,2.01221320481
1,47,1.24425082355,9.32797506894,2.02450834714
1,48,0.818224863321,9.30863712496,1.59345583373
1,49,0.500287268466,9.46495247711,0.954335642922
1,50,0.272823781849,9.73832099426,0.212490616488
1,51,-0.20034206969,9.65991533058,-0.616005262775
1,52,-1.15667596118,9.40448878416,-1.78730774136
1,53,-1.85238068929,9.90479130334,-2.42819532002
1,54,-2.46775518703,11.1155379844,-3.02776385764
1,55,-3.11220523677,12.079402711,-3.20659973863
1,56,-2.75618159348,12.0129750613,-2.11384223181
1,57,-1.45126099656,11.4723119984,-0.287431464311
1,58,-1.91320563354,10.6810668274,0.297419389009
1,59,-2.73995432206,10.1767964271,0.407139169048
1,60,-3.23026290321,9.67594876655,0.644132431189
1,61,-3.67466710379,9.38340625456,1.28593967412
1,62,-3.52349424433,9.37124470762,2.05918127725
1,63,-2.47523668966,9.78976063712,2.68186401005
1,64,-1.61395229753,10.4624658084,3.54322392721
1,65,-1.43747488003,10.6755281377,4.29078069881
1,66,-1.26588472514,10.4740744281,2.07598394044
1,67,-0.814776551253,10.0227314224,-0.828429837414
1,68,-0.0105125114896,9.97330725616,-2.08410240162
1,69,0.619551996849,10.3787495212,-2.5343070062
1,70,0.799628531937,10.6986284343,-2.84892448255
1,71,0.642472327995,10.6748419138,-2.94793236906
1,72,0.0237381807637,10.4269906273,-2.68072281075
1,73,-0.218836306813,10.4147931083,-1.87779340051
1,74,-0.169682186756,10.7077574558,-1.12680376107
1,75,-0.197726101434,11.0431570126,-0.180682082166
1,76,-0.210230530087,11.6127970826,1.28920506493
1,77,0.257388501022,12.6502641136,0.920794822331
1,78,1.03978621226,13.5585362914,-2.86016514082
1,79,1.52882877936,13.1287673971,-9.64787868031
1,80,1.28499111444,13.0593240032,-16.2682447369
1,81,-0.310163370183,14.6037950937,-14.4039931946
1,82,-0.847627772106,14.7840666539,-3.69446912322
1,83,-0.599464935926,13.8444605575,5.11031172268
1,84,-2.3044947465,13.6282681352,5.76945520737
1,85,-3.60525983384,12.8709225407,5.50144098561
1,86,-3.72051573831,13.1015043965,4.47026362646
1,87,-2.64672350718,15.0669607741,-0.259537283458
1,88,-1.1826504656,15.5454049713,-2.64372962592
1,89,-0.320829857581,15.0102290976,-3.48926899726
1,90,0.509426120641,14.6384785735,-5.18950505514
1,91,1.35788419844,13.427375987,-3.02868076907
1,92,1.49195754444,12.3498155248,1.72567396685
1,93,1.76649901465,10.9337919751,5.19794572072
1,94,1.4684641623,10.3337079605,5.06652522928
1,95,1.18549766714,10.1407014275,4.78921302054
1,96,1.68465742946,11.3639016255,4.8637972944
1,97,3.23878474027,13.6867969135,5.04158212768
1,98,5.46598158822,17.3837280471,4.75689526547
1,99,7.77058781797,21.3490409267,3.97030205235
2,0,7.77058781797,21.3490409267,3.97030205235
2,1,9.75934118036,20.7972779308,4.13558453889
2,2,11.4657827524,17.5945612943,4.95838748091
2,3,8.42062200989,14.2461814382,5.08335613512
2,4,2.25947686881,11.8965091134,3.30266335096
2,5,0.706397180152,10.087970856,2.69109434742
2,6,-0.399587668644,9.37794368555,2.48203045491
2,7,-0.801711064384,9.30252943215,2.14855065571
2,8,-0.437880800179,9.38220857192,2.98295224201
2,9,-1.50389562799,8.82754361626,5.63391552506
2,10,-2.45013177703,8.04042831601,6.017430705
2,11,-2.28612931811,7.2663565449,4.09223772413
2,12,-0.198652798827,6.02611022903,0.66833583002
2,13,1.94604290161,5.05164484323,-2.06195717788
2,14,2.49330195485,4.96264046556,-2.09191329154
2,15,2.17384190739,5.29709117965,-0.795239073629
2,16,1.61831030664,5.16121717745,0.511856757962
2,17,1.37743963435,4.84373707561,1.71795344393
2,18,1.43006679968,4.65636737578,2.54769654589
2,19,1.26815655333,4.14782376844,2.86055889022
2,20,1.1395817907,3.90550903167,3.19222096482
2,21,0.855694882367,4.10517052474,3.47180637188
2,22,0.573994953551,4.31784746703,3.15742506797
2,23,0.776592251584,4.6560423956,1.93927871081
2,24,1.32168739633,4.7425454029,-0.085902969726
2,25,2.96449424041,4.22581455907,-3.44224773052
2,26,4.50604152773,3.91315279088,-9.57075283983
2,27,-3.03386822133,7.06764876997,-17.8840093822
2,28,-13.2405761868,16.6101202894,-11.1448430409
2,29,-10.3232044449,20.0348917347,-9.67298436404
2,30,-10.9920754604,18.0709789926,-9.68510703558
2,31,-7.39123302893,16.2393990281,-5.28595709646
2,32,-1.84844108737,15.0244410434,-2.38388567236
2,33,-0.445409178608,14.5091589581,-3.88649069572
2,34,3.25600375553,10.1605713591,-0.383483592763
2,35,5.36949869195,10.1776452114,2.63971967792
2,36,5.57738541214,14.0562116559,4.99711972561
2,37,3.94943482388,14.9833834813,5.55914726034
2,38,1.50778614041,15.096691455,3.89952197116
2,39,1.69590376119,13.6391458952,3.01705574974
2,40,3.67179256271,10.1444997995,5.35926576987
2,41,4.8272281137,8.172088662,6.86660023825
2,42,3.92475936188,8.61326157531,7.21931763468
2,43,2.73526857016,8.44652650716,5.16609470728
2,44,2.63890756261,7.81844522648,2.93109110376
2,45,2.48718455906,7.86535475218,1.69765253505
2,46,1.77572963334,8.39803250086,1.12753369834
2,47,1.11416952322,8.4918163729,1.16382744189
2,48,0.683416017638,8.26206261009,1.22542335221
2,49,0.623340127439,8.37244097966,1.03471328731
2,50,0.676846887006,8.81979527501,0.64950851589
2,51,0.526187991278,9.21046001906,0.0679801841067
2,52,0.0236296145633,9.27538326526,-0.632395788213
2,53,-0.47695016542,9.40084847973,-1.29469210688
2,54,-0.846715398102,9.77867226867,-1.81852401267
2,55,-1.68962682763,10.4057549959,-1.98453104005
2,56,-2.42938691799,11.0523181715,-2.04737242888
2,57,-1.95220796418,11.2892942852,-1.13216362304
2,58,-1.5236044886,11.4022822406,0.210194279281
2,59,-1.64975761196,11.0391510731,1.14358128177
2,60,-1.99985769158,10.931243562,0.969837522514
