time,acc_x,acc_y,acc_z,local max
1407528681965,-1.60015847914,10.0752396759,1.20710970244,0
1407528681992,-1.90316347446,10.0193781344,1.56601449427,0
1407528681993,-1.40783435307,9.71578537538,1.51555489242,0
1407528681995,-1.25207926511,9.4191334309,1.53400407835,0
1407528681997,-0.867120358946,9.05634576286,1.53584932341,0
1407528682020,-0.606778875556,8.71836635041,1.45012081951,0
1407528682022,-0.386315451528,8.48610229565,1.32515796795,0
1407528682044,-0.309243690611,8.44461661414,1.35654250432,0
1407528682045,-0.117971953872,8.45151169833,1.34365449348,0
1407528682049,0.0152915882828,8.66662873982,1.14401772492,0
1407528682075,0.0866012835567,8.77836850293,0.860203611496,0
1407528682076,0.32050204404,8.67139128875,0.589046666935,0
1407528682078,0.264880418362,8.58091504915,0.593459810767,0
1407528682110,0.142951969706,8.51743063656,0.766570651378,0
1407528682111,0.0575252235152,8.55716046284,0.872251581395,0
1407528682112,-0.00307904150963,8.73918387359,0.919174904653,0
1407528682118,-0.0496157586703,8.83958957647,0.838872029773,0
1407528682142,-0.103454096276,8.95867788522,0.882947459569,0
1407528682143,-0.0357929056173,8.99438152048,0.906938340119,0
1407528682151,-0.0573219191607,9.05720197434,0.897689453644,0
1407528682173,-0.231595773897,9.36604228399,0.892389191158,0.0
1407528682174,-0.128667404306,9.27074802649,0.887846976008,0.0
1407528682178,-0.658201142766,9.33346095098,1.07424493173,0.0
1407528682211,-0.5915665847,9.3711468683,0.895519328288,0.0
1407528682212,-0.386957669953,9.5211457265,0.451318020181,0.0
1407528682213,-0.49181140684,9.407599065,0.411909303556,0.0
1407528682218,-0.158519980238,9.08522467131,0.489194697519,0.0
1407528682248,0.422869699498,8.73068846668,0.435445780973,0.0
1407528682249,0.72604415427,8.62586634891,0.461917561458,0.0
1407528682250,0.999161658932,8.5606916882,0.51928262741,0.0
1407528682267,1.08929945104,8.62484489614,0.557309565692,0.0
1407528682286,1.27268565694,8.651338535,0.515591504128,0.0
1407528682288,1.33434150077,8.83033318787,0.564512099099,0.0
1407528682302,1.33408625365,9.14858881352,0.674378599867,0.0
1407528682308,1.44527794014,9.05611349728,0.787437734837,0.0
1407528682324,1.35385286858,9.03503640664,0.845015717945,0.0
1407528682325,1.12641052,9.40957373806,0.81514226724,0.0
1407528682332,0.901568913367,9.57295804993,0.782836488528,0.0
1407528682363,0.561478598521,9.58669003182,0.759603788011,0.0
1407528682364,0.170171871056,9.55758333234,0.594334378453,0.0
1407528682365,-0.0899133544551,9.47437901672,0.404172159034,0.0
1407528682370,-0.185521291295,9.45880808384,0.154660999427,0.0
1407528682389,-0.323508783928,9.52256038489,-0.147231648194,0.0
1407528682395,-0.547670211766,9.59041982598,-0.104998837019,0.0
1407528682398,-0.68995516041,9.5968824906,-0.0840181086646,0.0
1407528682418,-0.891404408248,9.7925293241,-0.40104530224,0.0
1407528682418,-0.996945913489,10.1009025401,-0.53697075711,0.0
1407528682438,-0.747485634402,10.3385762433,0.103411203807,0.0
1407528682438,0.013729120111,10.1270936115,0.969064950793,0.0
1407528682451,0.924680950724,9.73042845414,1.22641187259,0.0
1407528682465,1.66992706909,9.54595221799,0.943298838146,0.0
1407528682469,2.33219935788,9.66151011135,0.586354961888,0.0
1407528682484,2.47153331407,10.2285941925,0.024786333387,0.0
1407528682509,2.17320396673,11.0734215238,-0.035861014101,0.0
1407528682510,1.73103798831,11.7530936277,0.0069874833686,0.0
1407528682510,1.32384943178,12.2994967049,-0.179054130154,0.0
1407528682518,0.894748103901,12.5168245014,-0.176096634958,0.0
1407528682545,0.276385602146,12.3368404275,0.209152490724,0.0
1407528682546,-0.28334301465,12.0936781536,0.390121507353,0.0
1407528682549,-0.969040253233,11.7839773312,0.922948149117,0.0
1407528682572,-1.29245564416,11.3724734096,1.08069719338,0.0
1407528682573,-1.45679618042,10.7020631842,1.30932032239,0.0
1407528682577,-1.1833636676,9.74371163596,1.07922967594,0.0
1407528682612,-0.88362426635,8.79314680393,0.715169191803,0.0
1407528682613,-1.03187615623,8.29357490038,0.886044660391,0.0
1407528682614,-1.07519697415,8.04526974636,0.915270676111,0.0
1407528682618,-1.35555552994,8.5728815082,0.373007745118,0.0
1407528682646,-1.4685335073,9.5752935807,-0.39381271185,0.0
1407528682647,-1.47277872968,10.749791936,-0.980288001191,0.0
1407528682649,-1.63760325564,11.7699976583,-0.903326247577,0.0
1407528682672,-1.45349456373,12.3239202598,-0.281364586333,0.0
1407528682673,-1.1210529176,12.6716069567,0.103177929738,12.6716069567
1407528682678,-0.917988209493,12.6139662632,0.0246189226896,0.0
1407528682709,-0.988572107193,12.2999433344,-0.220560114077,0.0
1407528682710,-1.06672032644,11.6194969215,-0.498691458747,0.0
1407528682711,-1.06598361707,10.6954777312,-0.66267871892,0.0
1407528682718,-1.13104761916,9.89585034319,-0.667564413827,0.0
1407528682745,-1.10182364982,9.22506509449,-0.777189829355,0.0
1407528682745,-0.766846576966,9.13240885743,-0.919956047685,0.0
1407528682776,-0.648840152554,9.21674443792,-0.92715517787,0.0
1407528682777,-0.502677648574,8.84857908111,-0.845752807391,0.0
1407528682778,-0.395588590136,8.40664985172,-0.718482499013,0.0
1407528682778,-0.108557591449,8.19348857508,-0.660267960223,0.0
1407528682807,0.096832564058,8.13971649243,-0.631688538028,0.0
1407528682809,0.311749227571,7.94862540738,-0.605882161968,0.0
1407528682811,0.359266522124,7.77452762553,-0.474777888249,0.0
1407528682821,0.274333448545,7.69413416003,-0.478922532955,0.0
1407528682855,-0.0681354452917,7.77386129702,-0.506400534917,0.0
1407528682857,-0.36106590688,7.71405415686,-0.485520543833,0.0
1407528682858,-0.758878655435,7.48290045994,-0.420397127477,0.0
1407528682860,-0.892577112242,7.14882211591,-0.571415223058,0.0
1407528682897,-1.04394588533,7.28786469207,-0.749485365673,0.0
1407528682898,-1.10503377344,7.29155312754,-0.851823551074,0.0
1407528682899,-1.25181716915,7.24360947814,-0.921094929853,0.0
1407528682901,-1.15532943117,7.17026050717,-0.930072013628,0.0
1407528682933,-1.04762015735,7.11564516166,-0.983725642283,0.0
1407528682935,-0.775894603666,7.03307361891,-1.08792323324,0.0
1407528682939,-0.43742172521,6.83623731925,-1.15318723448,0.0
1407528682957,-0.155122981987,6.56552842038,-1.17306370023,0.0
1407528682958,0.131018370902,6.48090024389,-1.07046031775,0.0
1407528682958,0.422887115204,6.4071816099,-0.931030599697,0.0
1407528682981,0.406007311076,6.43486457748,-0.780051697682,0.0
1407528682982,-0.0452298296299,6.49381404402,-0.757633291827,0.0
1407528683004,-0.380294006581,6.65425014377,-0.839602174744,0.0
1407528683005,-0.217103297015,7.65897069667,-1.0825606255,0.0
1407528683010,0.24837968269,9.21379102772,-1.00498012937,0.0
1407528683036,-0.282574932401,10.3195190395,-0.65805867348,0.0
1407528683037,-0.92405204733,10.861506363,-0.225472034865,0.0
1407528683039,-1.2886767351,11.1329152957,0.374461608221,0.0
1407528683051,-1.66739777025,11.5333228588,0.94623282892,0.0
1407528683075,-1.58889164499,12.3432598818,0.766724996055,0.0
1407528683076,-0.743709280326,12.4228845891,-0.147274893127,0.0
1407528683079,0.507842359421,11.6746135207,-1.00143906391,0.0
1407528683111,1.70401594914,10.636534001,-1.49398580643,0.0
1407528683112,2.49518835161,10.2855227736,-1.88239120146,0.0
1407528683113,2.87819910677,10.6441380881,-1.61995755293,0.0
1407528683147,2.93869444093,11.1844087271,-1.23042171801,0.0
1407528683147,2.37446056837,12.0043302083,-0.89559770528,0.0
1407528683148,1.95887590449,12.7989927627,-0.267544846198,0.0
1407528683150,1.52375871481,13.2685226937,-0.0926429090116,13.2685226937
1407528683166,0.915101002669,12.9060067917,-0.284146289306,0.0
1407528683182,0.0432975334846,12.222192035,-0.373240214263,0.0
1407528683182,-1.29830633999,12.2010384332,-0.287982555506,0.0
1407528683197,-2.61986596276,12.8709388172,-0.0240998683273,0.0
1407528683198,-3.96623567856,13.1899570074,0.439852688088,0.0
1407528683220,-5.04732894429,12.2325069772,1.11974753738,0.0
1407528683221,-5.26269423932,10.7870546503,1.43503935443,0.0
1407528683232,-4.2317233419,9.96740510806,1.00477410644,0.0
1407528683254,-3.00335953773,9.362579437,0.453816422512,0.0
1407528683255,-2.12916220209,9.06774485145,0.410499568814,0.0
1407528683259,-1.37576239397,8.95176091078,0.491475572203,0.0
1407528683286,-0.580353824945,8.70081303384,0.678511328088,0.0
1407528683286,-0.31165010892,8.43386335439,0.898143655175,0.0
1407528683293,-0.219794168525,8.17330645218,0.956338544575,0.0
1407528683299,-0.106853455148,7.44805346463,0.978688649144,0.0
1407528683323,-0.47100322188,7.43226787323,0.87181046137,0.0
1407528683324,-0.694291618604,7.66870947684,0.843989697406,0.0
1407528683330,-0.75283897246,7.95106586484,0.836840854032,0.0
1407528683354,-1.28475189911,8.44555940175,1.02362956913,0.0
1407528683355,-1.73111570241,8.83125448235,1.34391809397,0.0
1407528683359,-1.74569214774,9.13020293795,1.57314847158,0.0
1407528683387,-1.36770727494,9.26463013785,1.68871679817,0.0
1407528683388,-1.08879053008,9.35664126698,1.54071169356,0.0
1407528683390,-0.757535627951,9.28609209603,1.48229243853,0.0
1407528683399,-0.576009994429,8.9844208628,1.24597725053,0.0
1407528683429,-0.822928173497,8.71562792284,0.964240653642,0.0
1407528683430,-0.795048777464,8.31646629218,0.951901652264,0.0
1407528683431,-0.519638865855,7.98567033089,0.763450245994,0.0
1407528683455,-0.357514650089,7.71750806748,0.502697477116,0.0
1407528683455,-0.219053587563,7.43911107806,0.35406942554,0.0
1407528683459,-0.195486926523,7.22753900508,0.124416738538,0.0
1407528683490,-0.205120621715,7.72712150754,0.0282302289138,0.0
1407528683491,0.0604350528059,8.12882989918,0.0120093192553,0.0
1407528683492,0.140805833642,8.01661699373,0.292467357016,0.0
1407528683499,0.403076974939,8.19795508644,0.362928770694,0.0
1407528683517,0.710737607784,8.38389295585,0.333552053255,0.0
1407528683535,1.07567957631,8.44761721166,0.353897369753,0.0
1407528683535,1.48177832361,8.73197029629,0.50938868604,0.0
1407528683539,1.95348108773,8.98403196103,0.624217304697,0.0
1407528683551,2.26560473967,9.16942322663,0.758818754469,0.0
1407528683572,2.39657176786,9.27876614851,0.81691812919,0.0
1407528683573,2.24291802076,9.4146614538,0.878487643863,0.0
1407528683579,2.07681376324,9.43796636584,1.08817582171,0.0
1407528683609,2.01612505759,9.61574203616,0.660776365868,0.0
1407528683610,2.01834335589,9.58369006367,0.154482675171,0.0
1407528683611,1.76181592455,9.62377308971,-0.425742796301,0.0
1407528683680,1.07842700289,9.97638256666,-1.02968655194,0.0
1407528683682,-0.149308864788,10.4283804424,-1.40497322596,0.0
1407528683684,-1.1173515202,10.4483615167,-1.1003515035,0.0
1407528683686,-0.831717888851,9.71116471935,0.491359671353,0.0
1407528683689,0.696150789546,8.64206668582,1.76070902716,0.0
1407528683692,1.85645299262,8.55473155621,0.952742639721,0.0
1407528683693,2.75299749308,8.77224077552,-0.452416398114,0.0
1407528683715,3.18249372377,9.35372213044,-0.596611898721,0.0
1407528683716,2.94087176241,10.3083905698,-0.448971256488,0.0
1407528683716,2.47403004176,11.2839619394,-0.0977454911566,0.0
1407528683740,1.8530366764,12.4352612735,0.673551779491,0.0
1407528683741,1.18314804363,13.3926900623,1.19375916419,0.0
1407528683741,0.485813607052,13.9230830453,1.07303764304,13.9230830453
1407528683765,-0.0359585439993,13.7773802561,1.14718906181,0.0
1407528683766,-0.925634573302,13.1513578451,1.28653385635,0.0
1407528683781,-1.94833719205,12.4052751446,1.22509661116,0.0
1407528683782,-2.37396426064,11.6515523287,0.906461124552,0.0
1407528683795,-2.444386187,10.7785569586,0.478191294311,0.0
1407528683799,-2.49229839894,9.76900783322,0.385306700043,0.0
1407528683815,-2.28121697758,9.30368500284,0.144388240926,0.0
1407528683833,-2.2862003845,9.02223835977,-0.406179507491,0.0
1407528683835,-2.06083299323,9.37803655252,-1.11985659287,0.0
1407528683839,-2.0249487432,10.1128683728,-2.05517835919,0.0
1407528683864,-2.30016899142,11.0799106454,-1.71233346422,0.0
1407528683865,-2.37397173677,11.9843753062,-0.545423890805,0.0
1407528683881,-2.10532290872,12.7308199711,0.061276823638,0.0
1407528683882,-1.35336897517,13.457748961,0.129721528481,0.0
1407528683896,-0.917612156728,13.8213562381,-0.127538170192,0.0
1407528683899,-0.866481958626,13.000098723,-0.3567544241,0.0
1407528683912,-0.711696413832,11.9178009396,-0.427084522491,0.0
1407528683927,-0.491343902546,10.8816559434,-0.28580483739,0.0
1407528683931,-0.435399967073,9.91913603508,-0.01259624002,0.0
