index,i,acc_x,acc_y,acc_z
0,0,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,1,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,2,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,3,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,4,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,5,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,6,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,7,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,8,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,9,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,10,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,11,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,12,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,13,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,14,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,15,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,16,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,17,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,18,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,19,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,20,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,21,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,22,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,23,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,24,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,25,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,26,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,27,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,28,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,29,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,30,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,31,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,32,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,33,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,34,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,35,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,36,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,37,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
0,38,[0.10584982408587681, 0.9217146910185905, -0.006435556710096117],[0.050722389458064315, 0.8864558722348277, -0.021051403807042627],[-0.03653006731546123, 0.8484066019977767, -0.023415014100464253]
