index,acc_x,acc_y,acc_z,dev_x,dev_y,dev_z
0,0.25168923338,1.0,0.496642166304,0.011270362564,0.0581923195441,0.0112548900626
1,0.26961713399,0.761990384862,0.213132864251,0.009477572503,0.0343913580303,0.0170960401427
2,0.179021991356,0.329318663214,0.0531248565073,0.0185370867665,0.00887581413449,0.0330968409171
3,0.117861833619,0.0813261254912,0.0193672137896,0.0246531025402,0.0336750679068,0.0364726051888
4,0.141421390383,0.0,0.0,0.0222971468638,0.0418076804559,0.0384093265678
5,0.0519539119117,0.0415222960379,0.0426420506598,0.0312438947109,0.0376554508521,0.0341451215018
6,0.0893570763633,0.11831262057,0.19016297551,0.0275035782657,0.0299764183989,0.0193930290168
7,0.156501912693,0.201325092743,0.283046551852,0.0207890946328,0.0216751711816,0.0101046713826
8,0.239592553207,0.297742507594,0.323574496272,0.0124800305814,0.0120334296965,0.00605187694061
9,0.315246252196,0.393359457148,0.321574760233,0.00491466068246,0.00247173474112,0.00625185054449
10,0.399631595826,0.503250450941,0.294400184715,0.00352387368054,0.00851736463816,0.00896930809626
11,0.451161097566,0.574492052301,0.268266711422,0.00867682385453,0.0156415247742,0.0115826554256
12,0.472168934968,0.588729675676,0.256519886613,0.0107776075948,0.0170652871117,0.0127573379065
13,0.4815768436,0.554793818928,0.26408796099,0.011718398458,0.0136717014369,0.0120005304688
14,0.490317601293,0.510224127066,0.284690078199,0.0125924742272,0.00921473225066,0.00994031874794
15,0.49623772268,0.4708258507,0.308613196675,0.0131844863659,0.00527490461414,0.00754800690024
16,0.500092781165,0.44620298377,0.326835247041,0.0135699922145,0.00281261792112,0.00572580186367
17,0.501324212238,0.427385182453,0.335145003555,0.0136931353217,0.000930837789392,0.00489482621224
18,0.504289456362,0.403550298748,0.341252280705,0.0139896597341,0.00145265058106,0.00428409849733
19,0.506562725256,0.380884039851,0.349720913726,0.0142169866236,0.00371927647077,0.00343723519523
20,0.504779723985,0.362228264851,0.357634158892,0.0140386864965,0.00558485397075,0.00264591067858
21,0.501666059711,0.350141122317,0.360218405399,0.0137273200691,0.00679356822415,0.0023874860279
22,0.502999562092,0.345157691991,0.359951931693,0.0138606703071,0.00729191125679,0.00241413339854
23,0.503574897671,0.339565420553,0.363595063852,0.013918203865,0.00785113840058,0.0020498201826
24,0.499076826236,0.335350526017,0.366895880075,0.0134683967215,0.00827262785424,0.00171973856027
25,0.490692108272,0.332060549285,0.367563159716,0.0126299249252,0.0086016255274,0.00165301059614
26,0.481954208777,0.331458439341,0.360428498854,0.0117561349756,0.00866183652183,0.00236647668235
27,0.472299962966,0.332109364952,0.35778287351,0.0107907103946,0.00859674396066,0.00263103921679
28,0.456080910044,0.33338980268,0.361314675422,0.0091688051024,0.00846870018793,0.00227785902558
29,0.434744814681,0.336774248832,0.370640788753,0.00703519556603,0.00813025557273,0.00134524769245
30,0.416474357293,0.339229200998,0.383227363563,0.00520814982721,0.00788476035615,8.65902115256e-05
31,0.399430457104,0.339572337475,0.395563244534,0.00350375980832,0.00785044670841,0.00114699788557
32,0.382351393371,0.339680954377,0.403742461183,0.00179585343507,0.00783958501822,0.00196491955054
33,0.367152060492,0.346216102478,0.407618362273,0.00027592014712,0.00718607020811,0.0023525096595
34,0.352716208561,0.355498993077,0.414390823916,0.00116766504595,0.00625778114821,0.00302975582377
35,0.342368916937,0.366603807796,0.422770834778,0.00220239420834,0.00514729967627,0.00386775691
36,0.333874378266,0.380034119463,0.42592528913,0.00305184807546,0.00380426850957,0.00418320234516
37,0.324208662788,0.391735658334,0.422733966854,0.00401841962328,0.0026341146225,0.00386407011762
38,0.316844852258,0.402092830834,0.415425240554,0.00475480067622,0.00159839737247,0.00313319748759
39,0.312598596002,0.410754990657,0.403254399483,0.00517942630186,0.000732181390236,0.00191611338048
40,0.314143427947,0.419976410933,0.391364718284,0.00502494310735,0.000189960637427,0.000727145260623
41,0.319752259435,0.430332911203,0.382336511215,0.00446405995858,0.00122561066442,0.000175675446244
42,0.330681086779,0.435338552897,0.377372047833,0.00337117722415,0.00172617483378,0.000672121784487
43,0.345340945887,0.434756973908,0.375129342514,0.00190519131337,0.00166801693493,0.000896392316429
44,0.362069385985,0.432121237391,0.373936089946,0.000232347303497,0.00140444328322,0.00101571757319
45,0.379968098346,0.434368423232,0.37196169111,0.00155752393251,0.00162916186733,0.00121315745675
46,0.400369721764,0.442608780939,0.366184065724,0.00359768627439,0.00245319763804,0.00179091999537
47,0.414857537899,0.456657735393,0.357324848691,0.00504646788784,0.00385809308344,0.00267684169864
48,0.426623072265,0.48793418576,0.348086158834,0.00622302132446,0.00698573812007,0.0036007106844
49,0.457964940399,0.528519849648,0.354226388817,0.00935720813784,0.0110443045089,0.00298668768607
50,0.461004725244,0.566339739123,0.364593267577,0.00966118662232,0.0148262934564,0.00194999981013
51,0.493720395836,0.598496882952,0.429793364047,0.0129327536815,0.0180420078393,0.00457000983691
52,0.661166333934,0.617499746959,0.59404431683,0.0296773474913,0.01994229424,0.0209951051152
53,0.601116370971,0.636573366917,0.78654243179,0.0236723511951,0.0218496562358,0.0402449166112
54,0.595966218234,0.594082993516,0.528128970069,0.0231573359214,0.0176006188957,0.0144035704392
55,0.519773216695,0.582518374793,0.376527898781,0.0155380357674,0.0164441570234,0.000756536689654
56,0.42949087224,0.571097174985,0.333844882704,0.00650980132192,0.0153020370426,0.00502483829741
57,0.310133016108,0.550822042621,0.305251108004,0.00542598429129,0.0132745238062,0.00788421576737
58,0.266939017817,0.547574110689,0.241158413878,0.00974538412039,0.012949730613,0.0142934851799
59,0.180257381761,0.591277783505,0.218087687465,0.018413547726,0.0173200978946,0.0166005578213
60,0.074370401708,0.639201144486,0.284217827829,0.0290022457312,0.0221124339927,0.00998754378484
61,0.0,0.678395830857,0.282078321943,0.036439285902,0.0260319026298,0.0102014943734
62,0.00305179150975,0.684906623879,0.295492772459,0.0361341067511,0.026682981932,0.00886004932191
63,0.0287251995652,0.646778696168,0.30417187782,0.0335667659455,0.0228701891609,0.00799213878582
64,0.0822408881212,0.587118843024,0.289163066155,0.0282151970899,0.0169042038465,0.00949301995224
65,0.0992449826462,0.523028034145,0.296164570238,0.0265147876374,0.0104951229586,0.00879286954401
66,0.142974662737,0.45808446812,0.292813671399,0.0221418196283,0.00400076635606,0.00912795942787
67,0.199088858443,0.413008279568,0.280066114062,0.0165304000578,0.000506852499095,0.0104027151616
68,0.25301647459,0.370987692348,0.291365568175,0.0111376384431,0.00470891122108,0.00927276975033
69,0.283837788977,0.333767818808,0.326825195956,0.00805550700437,0.00843089857506,0.0057268069722
70,0.284140255786,0.305464012543,0.343138399103,0.00802526032342,0.0112612792016,0.00409548665744
71,0.278526845274,0.276788105091,0.357914363367,0.00858660137464,0.0141288699468,0.00261789023112
72,0.279793193015,0.247852853193,0.363923112176,0.00845996660053,0.0170223951366,0.00201701535014
73,0.256140233177,0.219522125567,0.364375455578,0.0108252625843,0.0198554678992,0.00197178100996
74,0.231664713042,0.195481207518,0.367190648254,0.0132728145978,0.0222595597041,0.00169026174243
75,0.20902854267,0.174950919448,0.370537024593,0.0155364316351,0.0243125885111,0.00135562410851
76,0.195259045561,0.161866339452,0.374350489023,0.016913381346,0.0256210465107,0.000974277665464
77,0.198727691564,0.15715953292,0.393731570172,0.0165665167456,0.0260917271639,0.000963830449411
78,0.214328267148,0.159335084799,0.408286283362,0.0150064591872,0.025874171976,0.00241930176842
79,0.241428986094,0.168968850302,0.411195508031,0.0122963872926,0.0249107954257,0.00271022423528
80,0.273935433391,0.184936463569,0.41323633857,0.0090457425629,0.023314034099,0.00291430728926
81,0.304161988099,0.201108808437,0.424802424344,0.00602308709216,0.0216967996122,0.00407091586664
82,0.328958442002,0.216732833599,0.434889680162,0.00354344170187,0.020134397096,0.00507964144841
83,0.352677714628,0.235903415824,0.445287476251,0.00117151443926,0.0182173388735,0.00611942105731
84,0.38304056569,0.256689671114,0.450741251243,0.00186477066695,0.0161387133445,0.00666479855653
85,0.424518285807,0.276075712294,0.447669553077,0.00601254267863,0.0142001092265,0.00635762873989
86,0.4814354277,0.300467610911,0.468528965137,0.011704256868,0.0117609193648,0.00844356994589
87,0.567184604137,0.343631234451,0.547829604849,0.0202791745116,0.00744455701081,0.0163736339171
88,0.721189296224,0.429427340117,0.686453969259,0.0356796437203,0.00113505355577,0.0302360703581
89,0.873598607517,0.55382408156,0.890516261201,0.0509205748497,0.0135747277001,0.0506422995523
90,1.0,0.636703044015,1.0,0.063560714098,0.0218626239456,0.0615906734322
91,0.996290028649,0.669234856679,0.990110177262,0.0631897169629,0.025115805212,0.0606016911585
92,0.895145591467,0.599578178041,0.799607771389,0.0530752732446,0.0181501373482,0.0415514505711
93,0.572154263429,0.511563936412,0.487831504866,0.0207761404409,0.00934871318532,0.0103738239188
94,0.412912519192,0.417517685397,0.470196010074,0.00485196601714,5.59119161674e-05,0.00861027443958
95,0.347181226514,0.365979578118,0.438084271949,0.00172116325062,0.00520972264415,0.00539910062708
96,0.177353964245,0.39102645178,0.385168223458,0.0187038894776,0.00270503527785,0.000107495777994
97,0.0705601468,0.502134366418,0.374056951504,0.029383271222,0.00840575618592,0.00100363141738
98,0.13744507624,0.813720303653,0.481552107998,0.0226947782781,0.0395643499094,0.00974588423201
99,0.281100655587,0.98497108951,0.506391159932,0.00832922034334,0.0566894284951,0.0122297894254
